8.299551448701719680e-01,5.406386731035255355e-01,1.660371176452647979e-01,1.901881851314722940e-02,2.105594420176838330e-03,2.730407447524266684e-04,1.591755373630015960e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700448551298280042e-01,8.008645515115712932e-02,1.387894600228413988e-01,3.226426200659331112e-02,1.281030856358160788e-02,5.603716194352225191e-03,7.025856491064139467e-04,1.246326994916781034e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.107684257561320079e-01,5.861399838910252152e-02,2.261169431660173951e-02,6.075377782069533127e-03,2.448981539637747062e-03,4.694509935474701530e-03,9.358981511619190313e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.779677752871912766e-02,4.740076119479358363e-02,1.697182716239597211e-01,1.260020702327032671e-01,4.829798583850491295e-02,9.189561237993597656e-03,5.836520837504436017e-03,2.231122872695754083e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.160787843962861852e-02,6.759179054845442132e-03,1.953801363525576457e-02,1.887275750251121362e-02,3.915876795631058338e-02,8.383974527704984511e-03,3.055027130801644345e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.451074565910036973e-03,7.140249746264670273e-03,4.586696774728647036e-02,7.190920965478797555e-02,1.662746648632603547e-02,9.397161237296071043e-03,5.955678778917777340e-03,3.931613116024156897e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.680332668356299601e-04,8.976769749286302603e-04,6.064156183489446961e-03,4.545641134462739125e-02,1.076582498278310512e-02,4.331668367265379023e-03,4.512082789477099738e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.295654194853585031e-04,6.935229993932688977e-04,7.654579710197479715e-03,1.150797273431775763e-02,2.074107631918193154e-02,8.569701692077668492e-03,8.807807414489556789e-04,7.476399847648018508e-04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.077099402154926350e-05,1.004057602895608531e-04,4.520951554780995932e-03,2.779539545332363176e-03,5.052996942360491427e-03,5.974984918972739943e-03,4.726258931327221614e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.302764185159063257e-05,1.524488869422049136e-05,1.278478471600239539e-03,8.501845955474422300e-04,2.757275890019848514e-04,5.011844397465337877e-04,6.384524826342347081e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.594770861689271974e-06,3.960573759822085317e-06,2.755098171023981747e-04,4.937352957329129051e-04,5.304558252767683536e-04,3.615475173657652364e-01
